1.000000000000000000e+03 1.623890113830566406e+01
1.009642089843750000e+03 1.584505653381347656e+01
1.019471923828125000e+03 1.546766090393066406e+01
1.029494995117187500e+03 1.510589218139648438e+01
1.039717163085937500e+03 1.475893115997314453e+01
1.050144409179687500e+03 1.442595481872558594e+01
1.060782836914062500e+03 1.410614299774169922e+01
1.071639038085937500e+03 1.379867839813232422e+01
1.082719726562500000e+03 1.350274085998535156e+01
1.094032104492187500e+03 1.321750545501708984e+01
1.105583129882812500e+03 1.294215393066406250e+01
1.117380859375000000e+03 1.267586803436279297e+01
1.129432983398437500e+03 1.241782474517822266e+01
1.141748046875000000e+03 1.216720199584960938e+01
1.154334472656250000e+03 1.192318439483642578e+01
1.167201660156250000e+03 1.168494892120361328e+01
1.180358764648437500e+03 1.145167064666748047e+01
1.193816040039062500e+03 1.122253608703613281e+01
1.207583618164062500e+03 1.099672031402587891e+01
1.221672485351562500e+03 1.077340698242187500e+01
1.236093872070312500e+03 1.055177211761474609e+01
1.250859985351562500e+03 1.033157920837402344e+01
1.265983032226562500e+03 1.011760902404785156e+01
1.281476196289062500e+03 9.915265083312988281e+00
1.297353393554687500e+03 9.724115371704101562e+00
1.313628906250000000e+03 9.543746948242187500e+00
1.330317993164062500e+03 9.373744964599609375e+00
1.347436523437500000e+03 9.213709831237792969e+00
1.365001342773437500e+03 9.063248634338378906e+00
1.383030273437500000e+03 8.921991348266601562e+00
1.401541748046875000e+03 8.789577484130859375e+00
1.420555541992187500e+03 8.665672302246093750e+00
1.440092163085937500e+03 8.549963951110839844e+00
1.460173706054687500e+03 8.442174911499023438e+00
1.480823364257812500e+03 8.342066764831542969e+00
1.502065429687500000e+03 8.249456405639648438e+00
1.523925659179687500e+03 8.164215087890625000e+00
1.546431518554687500e+03 8.086299896240234375e+00
1.569612182617187500e+03 8.015770912170410156e+00
1.593498535156250000e+03 7.952819347381591797e+00
1.618123046875000000e+03 7.897811889648437500e+00
1.643520507812500000e+03 7.851343154907226562e+00
1.669727905273437500e+03 7.814308643341064453e+00
1.696784545898437500e+03 7.788006305694580078e+00
1.724732666015625000e+03 7.773607254028320312e+00
1.753616821289062500e+03 7.773493289947509766e+00
1.783484985351562500e+03 7.791676521301269531e+00
1.814388183593750000e+03 7.833448886871337891e+00
1.846381103515625000e+03 7.905729770660400391e+00
1.879522583007812500e+03 8.017349243164062500e+00
1.913875610351562500e+03 8.178922653198242188e+00
1.949507812500000000e+03 8.401504516601562500e+00
1.986491943359375000e+03 8.692317962646484375e+00
2.024906372070312500e+03 9.044919013977050781e+00
2.064835937500000000e+03 9.422677040100097656e+00
2.106371826171875000e+03 9.744259834289550781e+00
2.149613037109375000e+03 9.897210121154785156e+00
2.194666992187500000e+03 9.798535346984863281e+00
2.241649902343750000e+03 9.457850456237792969e+00
2.290688476562500000e+03 8.967864036560058594e+00
2.341920410156250000e+03 8.435949325561523438e+00
2.395496582031250000e+03 7.934025287628173828e+00
2.451581298828125000e+03 7.492841243743896484e+00
2.510355224609375000e+03 7.116976737976074219e+00
2.572016357421875000e+03 6.799366474151611328e+00
2.636783203125000000e+03 6.529671192169189453e+00
2.704895751953125000e+03 6.297964096069335938e+00
2.776620849609375000e+03 6.095914363861083984e+00
2.852253173828125000e+03 5.916930675506591797e+00
2.932121093750000000e+03 5.755929946899414062e+00
3.016591308593750000e+03 5.609029769897460938e+00
3.106072265625000000e+03 5.454890727996826172e+00
3.201024169921875000e+03 5.282372474670410156e+00
3.301964599609375000e+03 5.130861759185791016e+00
3.409478271484375000e+03 5.011163234710693359e+00
3.524229003906250000e+03 4.915665626525878906e+00
3.646972900390625000e+03 4.828495025634765625e+00
3.778575439453125000e+03 4.732703208923339844e+00
3.920031250000000000e+03 4.614891052246093750e+00
4.072490234375000000e+03 4.467653274536132812e+00
4.237288085937500000e+03 4.290238857269287109e+00
4.415985839843750000e+03 4.087805747985839844e+00
4.610419433593750000e+03 3.869671821594238281e+00
4.822763183593750000e+03 3.646942853927612305e+00
5.055611816406250000e+03 3.429913759231567383e+00
5.312084960937500000e+03 3.225632190704345703e+00
5.595971191406250000e+03 3.035995721817016602e+00
5.911912597656250000e+03 2.856810808181762695e+00
6.265664550781250000e+03 2.678163528442382812e+00
6.664445312500000000e+03 2.486514568328857422e+00
7.117437988281250000e+03 2.268902063369750977e+00
7.636502441406250000e+03 2.019640922546386719e+00
8.237232421875000000e+03 1.749909639358520508e+00
8.940545898437500000e+03 1.500611424446105957e+00
9.775170898437500000e+03 1.299100756645202637e+00
1.078167089843750000e+04 1.109477519989013672e+00
1.201923046875000000e+04 9.314115047454833984e-01
1.357773242187500000e+04 7.654048204421997070e-01
1.560062500000000000e+04 6.120465397834777832e-01
1.833180664062500000e+04 4.720440804958343506e-01
2.222222265625000000e+04 3.462702631950378418e-01
